,Unnamed: 0,data
0,0,STARTTIME=02.09.2025 16:28.08.545000
1,1,1095.9917916659347
2,2,1027.1806600690743
3,3,1038.1505506135013
4,4,995.2682512125594
5,5,1057.098543372057
6,6,1037.1532878367352
7,7,1018.2052950781795
8,8,1066.073908362952
9,9,1120.923361085087
10,10,1076.0465361306128
11,11,1099.980842772999
12,12,1001.251827873156
13,13,1004.2436162034542
14,14,988.2874117751968
15,15,985.2956234448985
16,16,971.3339445701732
17,17,938.4242729368923
18,18,980.3093095610681
19,19,1025.186134515542
20,20,1031.1697111761387
21,21,1036.1560250599691
22,22,1030.1724483993726
23,23,1080.0355872376772
24,24,1008.2326673105185
25,25,1146.8521932810054
26,26,1088.013689451806
27,27,1116.9343099780226
28,28,1039.1478133902674
29,29,1047.1259156043961
30,30,1043.1368644973318
31,31,1085.0219011215077
32,32,1094.9945288891686
33,33,886.5666085450555
34,34,935.432484606594
35,35,1213.6687993243336
36,36,1134.8850399598123
37,37,1110.950733317426
38,38,1115.9370472012565
39,39,1083.0273755679755
40,40,1053.1094922649927
41,41,916.4844918480383
42,42,841.6897835905813
43,43,857.6459880188388
44,44,850.6651485814762
45,45,927.4543823924653
46,46,1047.1259156043961
47,47,1028.1779228458404
48,48,1016.2107695246473
49,49,1040.1450761670335
50,50,1058.0958061488232
51,51,1073.0547478003145
52,52,1037.1532878367352
53,53,1064.0793828094197
54,54,997.2627767660916
55,55,964.3531051328106
56,56,1016.2107695246473
57,57,843.6843091441135
58,58,763.9032870028262
59,59,963.3558423560445
60,60,985.2956234448985
61,61,1112.9452588709582
62,62,1057.098543372057
63,63,1062.0848572558875
64,64,1075.0492733538467
65,65,1079.038324460911
66,66,958.369528472214
67,67,959.3667912489801
68,68,840.6925208138152
69,69,782.851279761382
70,70,1017.2080323014135
71,71,1204.6934343334387
72,72,1107.9589449871278
73,73,1187.7399671284152
74,74,1128.9014632992157
75,75,1071.0602222467824
76,76,1106.9616822103617
77,77,1036.1560250599691
78,78,984.2983606681324
79,79,884.5720829915233
80,80,816.758214171429
81,81,980.8079409494511
82,82,1144.8576677274732
83,83,1023.19160896201
84,84,1165.8001860395611
85,85,1144.8576677274732
86,86,1091.0054777821042
87,87,1074.0520105770806
88,88,1053.1094922649927
89,89,1096.9890544427008
90,90,1034.161499506437
91,91,988.2874117751968
92,92,1018.2052950781795
93,93,1088.013689451806
94,94,1046.12865282763
95,95,959.3667912489801
96,96,930.4461707227636
97,97,935.432484606594
98,98,898.5337618662486
99,99,864.6268274562015
100,100,925.4598568389331
101,101,1033.1642367296708
102,102,1089.010952228572
103,103,1063.0821200326536
104,104,1040.1450761670335
105,105,1011.2244556408169
106,106,966.3476306863428
107,107,842.6870463673474
108,108,823.7390536087917
109,109,1000.2545650963898
110,110,1198.7098576728422
111,111,1094.9945288891686
112,112,983.3010978913663
113,113,960.3640540257462
114,114,1056.101280595291
115,115,1044.1341272740979
116,116,995.2682512125594
117,117,976.3202584540037
118,118,1041.1423389437996
119,119,1109.95347054066
120,120,1104.9671566568295
121,121,1012.2217184175829
122,122,1030.1724483993726
123,123,1026.1833972923082
124,124,923.4653312854009
125,125,924.462594062167
126,126,859.640513572371
127,127,921.4708057318687
128,128,1013.2189811943491
129,129,1161.8111349324968
130,130,1195.718069342544
131,131,1114.9397844244904
132,132,1052.1122294882266
133,133,1139.8713538436427
134,134,1163.805660486029
135,135,1099.980842772999
136,136,1103.9698938800634
137,137,1049.1204411579283
138,138,947.3996379277871
139,139,892.550185205652
140,140,1136.8795655133445
141,141,1065.0766455861858
142,142,1056.101280595291
143,143,1057.098543372057
144,144,1043.1368644973318
145,145,1079.038324460911
146,146,992.2764628822612
147,147,842.6870463673474
148,148,793.821170305809
149,149,888.5611340985877
150,150,1011.2244556408169
151,151,1036.1560250599691
152,152,1020.1998206317116
153,153,960.3640540257462
154,154,968.342156239875
155,155,975.3229956772376
156,156,867.6186157864997
157,157,948.3969007045531
158,158,1024.188871738776
159,159,984.2983606681324
160,160,1053.1094922649927
161,161,1077.043798907379
162,162,961.3613168025123
163,163,1040.1450761670335
164,164,1048.1231783811622
165,165,980.3093095610681
166,166,1072.0574850235485
167,167,1093.9972661124025
168,168,1075.0492733538467
169,169,1185.745441574883
170,170,1094.9945288891686
171,171,1061.0875944791214
172,172,1084.0246383447416
173,173,1134.8850399598123
174,174,1022.194346185244
175,175,1170.7864999233916
176,176,1115.9370472012565
177,177,1017.2080323014135
178,178,1020.1998206317116
179,179,1079.038324460911
180,180,1094.9945288891686
181,181,1083.0273755679755
182,182,1126.9069377456835
183,183,1085.0219011215077
184,184,1052.1122294882266
185,185,1035.158762283203
186,186,1084.0246383447416
187,187,1112.9452588709582
188,188,1118.9288355315548
189,189,1115.9370472012565
190,190,1079.038324460911
191,191,1098.983579996233
192,192,1151.8385071648358
193,193,1115.9370472012565
194,194,1101.9753683265312
195,195,1064.0793828094197
196,196,1083.0273755679755
197,197,1084.0246383447416
198,198,1100.9781055497651
199,199,1037.1532878367352
200,200,1124.9124121921514
201,201,1114.9397844244904
202,202,1131.893251629514
203,203,1071.0602222467824
204,204,1145.8549305042393
205,205,1126.9069377456835
206,206,1109.95347054066
207,207,1124.9124121921514
208,208,1032.1669739529048
209,209,1078.041061684145
210,210,1211.6742737708014
211,211,1092.0027405588703
212,212,1135.8823027365784
213,213,1125.9096749689174
214,214,1144.8576677274732
215,215,1087.0164266750398
216,216,1142.863142173941
217,217,1191.7290182354795
218,218,1172.7810254769238
219,219,1064.0793828094197
220,220,1136.8795655133445
221,221,1234.6113176364215
222,222,1225.6359526455267
223,223,1063.0821200326536
224,224,1170.7864999233916
225,225,1188.7372299051813
226,226,1109.95347054066
227,227,1147.8494560577715
228,228,1103.9698938800634
229,229,1102.9726311032973
230,230,1026.1833972923082
231,231,1093.9972661124025
232,232,1147.8494560577715
233,233,1137.8768282901106
234,234,1079.038324460911
235,235,1093.9972661124025
236,236,1119.926098308321
237,237,1081.0328500144433
238,238,977.3175212307698
239,239,969.339419016641
240,240,1035.158762283203
241,241,1102.9726311032973
242,242,1122.9178866386192
243,243,1034.161499506437
244,244,1020.1998206317116
245,245,1035.158762283203
246,246,1022.194346185244
247,247,933.4379590530618
248,248,955.3777401419158
249,249,1039.1478133902674
250,250,1035.158762283203
251,251,1008.2326673105185
252,252,972.3312073469393
253,253,1034.161499506437
254,254,1060.0903317023553
255,255,1073.0547478003145
256,256,1065.0766455861858
257,257,1090.0082150053381
258,258,1057.098543372057
259,259,998.2600395428576
260,260,1026.1833972923082
261,261,1094.9945288891686
262,262,1019.2025578549457
263,263,1028.1779228458404
264,264,1077.043798907379
265,265,1028.1779228458404
266,266,1089.010952228572
267,267,1140.8686166204088
268,268,1098.983579996233
269,269,1129.8987260759818
270,270,1053.1094922649927
271,271,1098.983579996233
272,272,1042.1396017205657
273,273,949.3941634813192
274,274,988.2874117751968
275,275,951.3886890348514
276,276,944.4078495974888
277,277,1059.0930689255893
278,278,979.312046784302
279,279,984.2983606681324
280,280,1041.1423389437996
281,281,1026.1833972923082
282,282,968.342156239875
283,283,958.369528472214
284,284,983.3010978913663
285,285,892.550185205652
286,286,929.4489079459975
287,287,964.3531051328106
288,288,859.640513572371
289,289,915.4872290712722
290,290,911.4981779642078
291,291,849.6678858047101
292,292,965.3503679095767
293,293,1108.9562077638939
294,294,952.3859518116175
295,295,1033.1642367296708
296,296,1090.0082150053381
297,297,1065.0766455861858
298,298,1115.9370472012565
299,299,1102.9726311032973
300,300,1076.0465361306128
301,301,1143.860404950707
302,302,1132.89051440628
303,303,1107.9589449871278
304,304,1134.8850399598123
305,305,1063.0821200326536
306,306,1141.865879397175
307,307,1172.7810254769238
308,308,1140.8686166204088
309,309,1171.7837627001577
310,310,1100.9781055497651
311,311,1142.863142173941
312,312,1050.1177039346944
313,313,1179.7618649142864
314,314,1150.8412443880698
315,315,1087.0164266750398
316,316,1091.0054777821042
317,317,1082.0301127912094
318,318,1131.893251629514
319,319,1128.9014632992157
320,320,1028.1779228458404
321,321,1059.0930689255893
322,322,1035.158762283203
323,323,1051.1149667114605
324,324,1083.0273755679755
325,325,1057.098543372057
326,326,1047.1259156043961
327,327,1086.0191638982737
328,328,1035.158762283203
